0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
2.5872363710717425,-0.1568883201437649,0.8527420297985444,1.6549060705644982,0.26316989504117894,-1.1162640369880734,1.9016642050239512,-0.08817477540178753,1.2113280524972356,-1.5404852353953484,-0.35074806049472107,-4.710965933733388,-0.6585299112841042,-4.038529600325736,-1.7861306403628037,0.41873032319333947,2.8129931711150724,0.04428405648133715,-4.107104557267271,0.6618540122349772,1.4455985310095731,-0.3011974704563364,-4.501718991859999,0.2906562246745378,1.9979855030710707,0.8549317622484145,0.3285622370162604,1.6053797004437693,0.8525672452786576,0.2096721520680121,-1.2584545120592736,-3.1003174077035136,2.2329320128355103,0.40534064161701633,-2.547596751531707,-4.029630890144841,-0.2024975289466616,-6.171206831103119,1.8156913178671688,-2.863685319438529,-3.187580540572147,2.4091448719257227,4.623705421923387,1.0597136647854764,-1.6410832856630941,0.6807335230172502,2.026749770952109,-3.1572152930397617,0.1832926273885987,-3.014940972175199,-0.5165245359801978,-2.0078324049893164,-1.540119713676236,-1.4448789080907414,-1.7848894514973785,0.49561546717531046,2.2671149784504725,-2.1052845720498907,-1.7674661248840733,1.7094396845660005,-1.0188235064413198,-2.254465388014831,-5.2983602338198015,-7.07304233733819,0.42155885136609994,0.8193864010306351,2.092763678897045,-3.728039336317646,2.0642507896058864,-2.8669256855350738,-5.493764694814578,-0.04083118218039755,-1.8217110003914256,-2.8439082029458156,2.227073999811895,-2.073819729910777,-4.230416268619195,-3.320720054432943,0.1304684884776215,0.2930192521514243,0.8450182989168259,-1.5660416149771872,-6.215912839463637,-2.3235455971790575,-2.3715864838552814,-3.726347891873542,-2.7525558876978433,-4.161243784660215,1.3495775328861246,-1.5986655352221053,-1.1700969878800032,0.2437879389160318,-1.6107119856750773,-2.273823995407059,-6.665349541366583,-1.253615221119179,1.3499873058549985,0.6275279444288129,-1.676369076525735,1.222870959000322
